username	date	retweets	favorites	text	geo	mentions	hashtags	id	permalink	Unnamed: 10	Unnamed: 11
SirK74271006	2018-06-02 22:42	0	0	hmmsentindo cheiro bots atacar outras pessoas				1.00308946286221E+018	https://twitter.com/SirK74271006/status/1003089462862204929		
VerTomazCampos	2018-06-02 22:32	0	0	hegemonismo pt pode levar esquerda ter votar geraldo alckmin segundo turno				1.00308700565016E+018	https://twitter.com/VerTomazCampos/status/1003087005650161664		
STARTOVERBRAZIL	2018-06-02 22:32	0	0	conversando eleitor inteligente				1.00308687520316E+018	https://twitter.com/STARTOVERBRAZIL/status/1003086875203162112		
fwm1000	2018-06-02 22:08	0	0	a propsito geraldo pedgio presdio alckmin partideco provinciano marginal rio tiet pior viu				1.00308083241906E+018	https://twitter.com/fwm1000/status/1003080832419057666		
euclidesbarbosa	2018-06-02 22:07	0	0	twitterisauradesouza7 status1003022385992425472		@MichelTemer @LulapeloBrasil @AecioNeves @geraldoalckmin @LFPezao @gilmarmendes @Eunicio @RodrigoMaia @romerojuca @blogdojefferson @gilbertogil @robertocarlos @caetanoveloso @chico_pinheiro @ivetesangalo @ClaudiaLeitte @zcloficial @luansantana @RedeGlobo @showdavida		1.00308077376576E+018	https://twitter.com/euclidesbarbosa/status/1003080773765758976		
entidadefenix	2018-06-02 22:07	0	0	fique longe santo ns conhecemos poltica merda o psdb vai dar grapra estrangeiros				1.00308075777303E+018	https://twitter.com/entidadefenix/status/1003080757773029376		
Carlos1FHC	2018-06-02 22:07	0	0	a melhor maneira proteger consumidor cidadcontribuintes privatizar tudo nobre presidente fans				1.00308068564778E+018	https://twitter.com/Carlos1FHC/status/1003080685647777799		
Carlos1FHC	2018-06-02 22:04	0	0	todas telefonia avia rodagens				1.00308002770823E+018	https://twitter.com/Carlos1FHC/status/1003080027708231680		
ch81wilson	2018-06-02 22:03	0	0	ah manovai dormir vai				1.00307971686836E+018	https://twitter.com/ch81wilson/status/1003079716868362245		
fwm1000	2018-06-02 21:58	0	0	irresponsabilidade tucaninho marginal rio tiet				1.00307845570831E+018	https://twitter.com/fwm1000/status/1003078455708307456		
roverperfeito	2018-06-02 21:51	0	0	o problema vocs politicos pensam pequeno nplanejamento nfazem diferen ninvestem educac os pesquisadores estindo embora falta recursos				1.00307675784982E+018	https://twitter.com/roverperfeito/status/1003076757849821185		
globo_cancer_BR	2018-06-02 21:48	0	0	8quqe				1.0030759615151E+018	https://twitter.com/globo_cancer_BR/status/1003075961515102209		
roverperfeito	2018-06-02 21:47	0	0	precisamos gente pense diferente investir combustveis nfsseis menos poluentes insistem salvar moribunda ativo principal propina acabararm etanol biodisel veculos eltricos fala atrasados mundo				1.00307573813488E+018	https://twitter.com/roverperfeito/status/1003075738134876160		
_DeFeCe	2018-06-02 21:38	0	0	escolhida trilha sonora candidatura geraldo alckmin youtubewatchvkv38mh x4alwfeatureshare				1.00307347365107E+018	https://twitter.com/_DeFeCe/status/1003073473651068928		
Fer__Martin	2018-06-02 21:34	0	0	uma pessoa q nasce sertnordestino casa barro meio nada nmesmas condies q vrias outras pessoas negosta dinheiro q sustenta tds polticos assessores p tratar todos pobres pas				1.00307250063969E+018	https://twitter.com/Fer__Martin/status/1003072500639690752		
andrecatapan	2018-06-02 21:33	0	1	e apoiadores geraldo alckmin alckimistas				1.00307220684124E+018	https://twitter.com/andrecatapan/status/1003072206841237510		
Fer__Martin	2018-06-02 21:30	0	0	estudei escola pblica formei univ particular empresa acho absurdo tanto impostos pago npreciso governo p nada pg escola p filho pg plano sade pg seguro carros acho q governo ndeva ajudar q precise				1.00307130311977E+018	https://twitter.com/Fer__Martin/status/1003071303119769600		
vanessastellzer	2018-06-02 21:25	0	0	acho melhor esquerda marxista jair conscientizando mobilizando pra votar logo primeiro turno voto til pra ncorrer risco ajudar bolso ganhar 1 o digo centro esquerda direita		@geraldoalckmin		1.00307010175366E+018	https://twitter.com/vanessastellzer/status/1003070101753655297		
Florsertanja	2018-06-02 21:18	0	1	valeu amiguinho				1.00306838674879E+018	https://twitter.com/Florsertanja/status/1003068386748792832		
Ihamma_1	2018-06-02 21:14	0	1	eu j votarei		@geraldoalckmin		1.00306742899209E+018	https://twitter.com/Ihamma_1/status/1003067428992094208		
thepatricao	2018-06-02 21:13	2	3	socorro		@ANAMARIABRAGA @LucianoHuck @anaamelialemos @josemaranhaopb @RaimundoLiraPB @jairbolsonaro @joaoamoedonovo @geraldoalckmin @RodrigoMaia @lobaoeletrico @Collor @gen_paulosergio @janderson_evans @protesteoficial @mvortopedia @Florsertanja @PBiaL @GloboNews @rejanevalones	#SOCORRO	1.00306723120132E+018	https://twitter.com/thepatricao/status/1003067231201320960		
AnaKaouri	2018-06-02 21:08	0	0	cala boca bandido cad moro npega				1.00306582071135E+018	https://twitter.com/AnaKaouri/status/1003065820711354369		
hugobbezerra	2018-06-02 21:04	0	0	no desgoverno geraldoalckmin rodoanel sobreprer 55 mi aponta tcu brasil247pt247sp2473 56864 forapsdb modotucano psdbnuncamais foraalckmin esquerdistasseguemesquerdistas			#GeraldoAlckmin #ForaPSDB #ModoTucano #PSDBnuncaMais #ForaAlckmin #EsquerdistasSeguemEsquerdistas	1.00306485194885E+018	https://twitter.com/hugobbezerra/status/1003064851948851201		
AfsouAugusto	2018-06-02 21:02	0	0	e rouboanel a merenda escolar vai explicar				1.00306435371998E+018	https://twitter.com/AfsouAugusto/status/1003064353719975936		
ArthurKuhn7	2018-06-02 20:52	0	0	sade em primeiro lugar alckmin2018			#ALCKMIN2018	1.00306185671251E+018	https://twitter.com/ArthurKuhn7/status/1003061856712511488		
ArthurKuhn7	2018-06-02 20:51	0	0	falou disse populismo prtica repudiante				1.00306166313278E+018	https://twitter.com/ArthurKuhn7/status/1003061663132782593		
ArthurKuhn7	2018-06-02 20:50	0	0	quem no deve no teme isso a meu candidato				1.00306144304089E+018	https://twitter.com/ArthurKuhn7/status/1003061443040890880		
ResnelMarcos	2018-06-02 20:50	0	0	o povo quer corte despesas todos estcansados s plenrio custa milhes todos meses falar salrios benefcios milhonarios deputados senadores		@geraldoalckmin @RodrigoMaia @MarinaSilva @jairbolsonaro		1.00306131750115E+018	https://twitter.com/ResnelMarcos/status/1003061317501145093		
ArthurKuhn7	2018-06-02 20:50	0	0	geraldopresidente			#GeraldoPresidente	1.00306131631416E+018	https://twitter.com/ArthurKuhn7/status/1003061316314157057		
GF_BARAGLIO	2018-06-02 20:48	0	0	quanto estaaacdservidor prometida para 01 de junho esqueci geraldo alckmin diremetr palavra carter				1.00306090982319E+018	https://twitter.com/GF_BARAGLIO/status/1003060909823193088		
ArthurKuhn7	2018-06-02 20:48	0	0	consistente				1.00306087038825E+018	https://twitter.com/ArthurKuhn7/status/1003060870388252674		
ArthurKuhn7	2018-06-02 20:47	0	0	eles tentam inventar fake news denegrir imagem alckmin				1.00306063769255E+018	https://twitter.com/ArthurKuhn7/status/1003060637692547073		
ArthurKuhn7	2018-06-02 20:46	0	0	falou disse				1.00306036358631E+018	https://twitter.com/ArthurKuhn7/status/1003060363586306050		
ArthurKuhn7	2018-06-02 20:45	0	0	o brasil est favor				1.00306007973271E+018	https://twitter.com/ArthurKuhn7/status/1003060079732707329		
ArthurKuhn7	2018-06-02 20:44	0	0	excelente posicionamento presidente				1.00305969308912E+018	https://twitter.com/ArthurKuhn7/status/1003059693089120262		
ArthurKuhn7	2018-06-02 20:43	0	0	parabns geraldo				1.00305949200158E+018	https://twitter.com/ArthurKuhn7/status/1003059492001583104		
ResnelMarcos	2018-06-02 20:42	0	0	eu quero corte despesas j				1.00305936405011E+018	https://twitter.com/ResnelMarcos/status/1003059364050108416		
ArthurKuhn7	2018-06-02 20:41	0	0	e ser todo apoio geraldo				1.00305908682339E+018	https://twitter.com/ArthurKuhn7/status/1003059086823391236		
ArthurKuhn7	2018-06-02 20:39	0	0	falou disse presidente				1.00305858039478E+018	https://twitter.com/ArthurKuhn7/status/1003058580394782720		
ArthurKuhn7	2018-06-02 20:38	0	0	alckmin2018			#Alckmin2018	1.00305842528938E+018	https://twitter.com/ArthurKuhn7/status/1003058425289375745		
ArthurKuhn7	2018-06-02 20:38	0	0	parabns				1.00305826042397E+018	https://twitter.com/ArthurKuhn7/status/1003058260423970816		
ResnelMarcos	2018-06-02 20:37	0	0	como governo ncorta despesas mesmos criam vai enxugar gelo at brasil cair decadncia polticos quebrarem brasil ai quero ver pas pegar fogo falta verba				1.00305810706334E+018	https://twitter.com/ResnelMarcos/status/1003058107063336961		
ArthurKuhn7	2018-06-02 20:37	0	0	linda foto				1.0030580890531E+018	https://twitter.com/ArthurKuhn7/status/1003058089053097984		
ArthurKuhn7	2018-06-02 20:37	0	0	forageraldo			#For	1.00305794583013E+018	https://twitter.com/ArthurKuhn7/status/1003057945830133761		
ArthurKuhn7	2018-06-02 20:36	0	0	liberdade define geraldo2018			#Geraldo2018	1.00305775996799E+018	https://twitter.com/ArthurKuhn7/status/1003057759967989761		
ArthurKuhn7	2018-06-02 20:35	0	0	vamos geraldo alckmin				1.00305766213587E+018	https://twitter.com/ArthurKuhn7/status/1003057662135865345		
ArthurKuhn7	2018-06-02 20:30	0	0	geraldo2018			#Geraldo2018	1.00305633463025E+018	https://twitter.com/ArthurKuhn7/status/1003056334630252544		
ResnelMarcos	2018-06-02 20:28	0	0	poxa falar falta remdio causa greve erro fatal problema hospitais n greve sim dinheiro deveria ser usado sade vai bolpolitico senadores deputados sgastam sperdibrasil				1.00305566687599E+018	https://twitter.com/ResnelMarcos/status/1003055666875990016		
tremermijel	2018-06-02 20:26	0	0	todos batem pesado olha s afif sobre alckmin voc docinho coco enjoei voc temeroiluminado		@geraldoalckmin	#Alckmin #TemerOILuminado	1.00305526665556E+018	https://twitter.com/tremermijel/status/1003055266655555586		
JosdosSantosPi5	2018-06-02 20:23	0	2	o cara pau sugerir aumento impostos estes polticos svergonha twitterspitfireansta tus1002679119514161153		@geraldoalckmin		1.00305461209665E+018	https://twitter.com/JosdosSantosPi5/status/1003054612096651266		
ArthurKuhn7	2018-06-02 20:22	0	0	tem razgeraldo alckmin45			#Alckmin45	1.00305424167251E+018	https://twitter.com/ArthurKuhn7/status/1003054241672507392		
ArthurKuhn7	2018-06-02 20:21	0	0	vai dar geraldo				1.00305407563687E+018	https://twitter.com/ArthurKuhn7/status/1003054075636867072		
ArthurKuhn7	2018-06-02 20:20	0	0	falou disse geraldopresidente			#GeraldoPresidente	1.00305381115657E+018	https://twitter.com/ArthurKuhn7/status/1003053811156570118		
ArthurKuhn7	2018-06-02 20:19	0	0	vai ganhar pois preparado				1.00305355286289E+018	https://twitter.com/ArthurKuhn7/status/1003053552862887936		
ArthurKuhn7	2018-06-02 20:18	0	0	tenho certeza tudo npassa fofoca espalhada pessoas querem destruir imagem alckmin				1.0030533117576E+018	https://twitter.com/ArthurKuhn7/status/1003053311757602816		
ArthurKuhn7	2018-06-02 20:17	0	0	geraldoalckmin2018			#GeraldoAlckmin2018	1.00305293474834E+018	https://twitter.com/ArthurKuhn7/status/1003052934748344320		
ArthurKuhn7	2018-06-02 20:16	0	0	parabns excelente trabalho pm sp				1.00305274957821E+018	https://twitter.com/ArthurKuhn7/status/1003052749578211328		
ArthurKuhn7	2018-06-02 20:15	0	0	falou disse geraldopresidente			#GeraldoPresidente	1.00305250564594E+018	https://twitter.com/ArthurKuhn7/status/1003052505645944833		
RenatoL70500543	2018-06-02 20:14	0	0	so pode ser piada ver senhor falar gracas deus nao chance ganhar isso sim tranquiliza				1.00305220307723E+018	https://twitter.com/RenatoL70500543/status/1003052203077234693		
CHENRIQUEVILELA	2018-06-02 20:11	0	1	raquel dodge pede gilmar envie inqurito serra justisp eu explico porque o procuradorgeral gianpaolo smanio analisa casos nomeado tucano geraldo alckmin foi engavetou caso alckmin inclusive				1.00305150913384E+018	https://twitter.com/CHENRIQUEVILELA/status/1003051509133840384		
CarlosCr909	2018-06-02 20:10	0	0	eu apoio geraldo alckmin euapoiogeraldoalckminbr				1.00305134718742E+018	https://twitter.com/CarlosCr909/status/1003051347187417088		
Ricardo85831017	2018-06-02 20:10	0	0	vc s twita celular preacessvel porque teles firam privatizadas				1.00305131414483E+018	https://twitter.com/Ricardo85831017/status/1003051314144825350		
LuizMS2017	2018-06-02 20:09	0	0	o cara t aqui internet usando celular computador programa gratuito criticando privatiza brincadeira				1.00305109318886E+018	https://twitter.com/LuizMS2017/status/1003051093188861952		
cvrogerio	2018-06-02 20:09	0	1	dou risada desses fakes merda nsabem pensar acham pobre deve pedir esmola depender governo estudei escola pblica formei universidade pblica fiz mestrado universidade pblica publiquei universidade europeia sem cota esfor mrito				1.00305107739737E+018	https://twitter.com/cvrogerio/status/1003051077397372929		
cvrogerio	2018-06-02 20:06	0	0	dvida 200 bilhes adiantou lucro 7nnpzysh5				1.00305036124091E+018	https://twitter.com/cvrogerio/status/1003050361240907776		
cvrogerio	2018-06-02 20:06	0	0	2quahgsq				1.00305017993793E+018	https://twitter.com/cvrogerio/status/1003050179937931274		
cvrogerio	2018-06-02 20:06	0	0	pq privatizar 7q0r				1.00305012528195E+018	https://twitter.com/cvrogerio/status/1003050125281947654		
ArthurKuhn7	2018-06-02 20:05	0	0	junto do povo geraldopresidente			#GERALDOPRESIDENTE	1.00305000485092E+018	https://twitter.com/ArthurKuhn7/status/1003050004850921472		
ArthurKuhn7	2018-06-02 20:02	0	0	conhecimento				1.00304935361792E+018	https://twitter.com/ArthurKuhn7/status/1003049353617915904		
ArthurKuhn7	2018-06-02 20:01	0	0	falou e disse geraldo				1.00304911731942E+018	https://twitter.com/ArthurKuhn7/status/1003049117319421953		
ArthurKuhn7	2018-06-02 20:01	0	0	linda atitude				1.00304894312152E+018	https://twitter.com/ArthurKuhn7/status/1003048943121522689		
ArthurKuhn7	2018-06-02 19:59	0	0	falou disse				1.00304859828267E+018	https://twitter.com/ArthurKuhn7/status/1003048598282670086		
ArthurKuhn7	2018-06-02 19:59	0	0	alckmin presidente				1.00304847283517E+018	https://twitter.com/ArthurKuhn7/status/1003048472835166208		
cvrogerio	2018-06-02 19:59	0	0	para tornar endividada j falei naditivo ganhar gastar 3				1.00304839228783E+018	https://twitter.com/cvrogerio/status/1003048392287834112		
ArthurKuhn7	2018-06-02 19:58	0	0	geraldo presidente				1.00304829701001E+018	https://twitter.com/ArthurKuhn7/status/1003048297010008065		
cvrogerio	2018-06-02 19:58	0	0	k				1.00304819242074E+018	https://twitter.com/cvrogerio/status/1003048192420741122		
botelhofabio	2018-06-02 19:52	0	0	presidente senador		@geraldoalckmin		1.00304672659131E+018	https://twitter.com/botelhofabio/status/1003046726591307776		
roque_ivaldi	2018-06-02 19:52	0	0	ent reveja posisobre mexer poltica prepetrobras qualquer coisa diferente livre mercado		@geraldoalckmin		1.00304666018281E+018	https://twitter.com/roque_ivaldi/status/1003046660182814720		
ArthurKuhn7	2018-06-02 19:51	0	0	meu voto geraldo alckmin				1.00304658278528E+018	https://twitter.com/ArthurKuhn7/status/1003046582785277954		
ArthurKuhn7	2018-06-02 19:50	0	0	linda homenagem				1.00304619691354E+018	https://twitter.com/ArthurKuhn7/status/1003046196913541120		
ArthurKuhn7	2018-06-02 19:49	0	0	parabns presidente				1.00304600724717E+018	https://twitter.com/ArthurKuhn7/status/1003046007247171586		
RodChinelagem	2018-06-02 19:49	0	0	virou pt				1.00304589474332E+018	https://twitter.com/RodChinelagem/status/1003045894743318529		
ArthurKuhn7	2018-06-02 19:49	0	0	j ganhou geraldopresidente			#GeraldoPresidente	1.00304584743576E+018	https://twitter.com/ArthurKuhn7/status/1003045847435763712		
ArthurKuhn7	2018-06-02 19:47	0	0	parabns geraldo futuro presidente				1.00304558685204E+018	https://twitter.com/ArthurKuhn7/status/1003045586852040704		
ArthurKuhn7	2018-06-02 19:47	0	0	geraldo presidente				1.00304535442886E+018	https://twitter.com/ArthurKuhn7/status/1003045354428862466		
ArthurKuhn7	2018-06-02 19:46	0	0	parabns geraldo				1.0030451844631E+018	https://twitter.com/ArthurKuhn7/status/1003045184463101952		
maatheustg	2018-06-02 19:45	0	0	defensor ricardo acho potencial grande tcnico precisa melhorar bola rea jogo fsico t fsico geraldo alckmin				1.00304504936874E+018	https://twitter.com/maatheustg/status/1003045049368743936		
ArthurKuhn7	2018-06-02 19:45	0	0	vamos melhorar seguranpblica geraldopresidente			#GeraldoPresidente	1.00304499963275E+018	https://twitter.com/ArthurKuhn7/status/1003044999632752641		
ArthurKuhn7	2018-06-02 19:44	0	0	parabns geraldo				1.00304475557881E+018	https://twitter.com/ArthurKuhn7/status/1003044755578806277		
gibapere	2018-06-02 19:44	0	0	o brinde ex governador geraldo alckmin distribuiu brasil sp twitteruolnoticiasst atus1003038496209166336				1.00304471672697E+018	https://twitter.com/gibapere/status/1003044716726968321		
ArthurKuhn7	2018-06-02 19:43	0	0	rodovias melhores brasil melhor				1.0030445753453E+018	https://twitter.com/ArthurKuhn7/status/1003044575345299457		
CartasMarottas	2018-06-02 19:43	0	0	gente olha legal descobri santo chuchu vai votar lulalivre		@LulapeloBrasil	#LulaLivre	1.00304441396113E+018	https://twitter.com/CartasMarottas/status/1003044413961134081		
ArthurKuhn7	2018-06-02 19:42	0	0	vai melhorar senhor				1.00304429096317E+018	https://twitter.com/ArthurKuhn7/status/1003044290963169280		
ArthurKuhn7	2018-06-02 19:41	0	0	t r a b a l h o geraldopresidente			#GERALDOPRESIDENTE	1.0030440462003E+018	https://twitter.com/ArthurKuhn7/status/1003044046200299520		
ArthurKuhn7	2018-06-02 19:40	0	0	alckmin melhorando habita				1.0030438257687E+018	https://twitter.com/ArthurKuhn7/status/1003043825768697856		
ArthurKuhn7	2018-06-02 19:39	0	0	sade pblica ir melhorar muito geraldo eleito				1.00304357744074E+018	https://twitter.com/ArthurKuhn7/status/1003043577440735237		
dariojjunior	2018-06-02 19:39	21	84	geraldo alckmin candidato plunct plact zum nvai lugar nenhum				1.0030434810179E+018	https://twitter.com/dariojjunior/status/1003043481017896965		
ArthurKuhn7	2018-06-02 19:39	0	0	alckmin trabalhador				1.00304337840842E+018	https://twitter.com/ArthurKuhn7/status/1003043378408419328		
ArthurKuhn7	2018-06-02 19:38	0	0	geraldopresidente brasil			#GeraldoPresidente	1.00304317429258E+018	https://twitter.com/ArthurKuhn7/status/1003043174292578305		
ArthurKuhn7	2018-06-02 19:37	0	0	forgeraldo meu candidato				1.00304301621349E+018	https://twitter.com/ArthurKuhn7/status/1003043016213491712		
ArthurKuhn7	2018-06-02 19:36	0	0	parabns geraldo				1.00304280490026E+018	https://twitter.com/ArthurKuhn7/status/1003042804900261893		
ArthurKuhn7	2018-06-02 19:35	0	0	ribeirpreto produzindo geraldopresidente			#GeraldoPresidente	1.00304252230898E+018	https://twitter.com/ArthurKuhn7/status/1003042522308980737		
ArthurKuhn7	2018-06-02 19:34	0	0	vamos dar suporte setor agrcola geraldopresidente			#GeraldoPresidente	1.00304220732941E+018	https://twitter.com/ArthurKuhn7/status/1003042207329411072		
ArthurKuhn7	2018-06-02 19:33	0	0	a voz povo voz deus vaigeraldo			#VaiGeraldo	1.00304194753834E+018	https://twitter.com/ArthurKuhn7/status/1003041947538337793		
ArthurKuhn7	2018-06-02 19:32	0	0	geraldo presidente paz			#PAZ	1.00304174819153E+018	https://twitter.com/ArthurKuhn7/status/1003041748191531010		
ArthurKuhn7	2018-06-02 19:31	0	0	geraldo presidente corta privilgios				1.00304139615515E+018	https://twitter.com/ArthurKuhn7/status/1003041396155146243		
ArthurKuhn7	2018-06-02 19:30	0	0	o brasil vai pra frente medicina sade geraldo presidente				1.00304112806367E+018	https://twitter.com/ArthurKuhn7/status/1003041128063668225		
ArthurKuhn7	2018-06-02 19:28	0	0	parabns iniciativa povo maranh lindo				1.00304056594299E+018	https://twitter.com/ArthurKuhn7/status/1003040565942988800		
LeonardoFactual	2018-06-02 19:27	0	0	liberar usinas etanol vender diretamente postos nabriria boa concorrncia mercado combustveis reduzindo pre o acham		@cirogomes @geraldoalckmin @meirelles @joaoamoedonovo @flaviogr @MarinaSilva @jairbolsonaro		1.00304042021609E+018	https://twitter.com/LeonardoFactual/status/1003040420216090625		
ArthurKuhn7	2018-06-02 19:26	0	0	sustentabilidade chave pro futuro				1.00304019175654E+018	https://twitter.com/ArthurKuhn7/status/1003040191756537856		
ArthurKuhn7	2018-06-02 19:25	0	0	parabns gerald				1.00303996836368E+018	https://twitter.com/ArthurKuhn7/status/1003039968363675648		
ArthurKuhn7	2018-06-02 19:23	0	0	torgeraldo presidente				1.00303933864346E+018	https://twitter.com/ArthurKuhn7/status/1003039338643456001		
ArthurKuhn7	2018-06-02 19:21	0	0	geraldopresidente			#GERALDOPRESIDENTE	1.00303897113446E+018	https://twitter.com/ArthurKuhn7/status/1003038971134464005		
ArthurKuhn7	2018-06-02 19:20	0	0	parabns geraldo				1.00303877270191E+018	https://twitter.com/ArthurKuhn7/status/1003038772701908992		
MiltinhoTNT	2018-06-02 19:20	0	2	poxa vida bolsonaro eleitores assim difcil ver				1.00303876384351E+018	https://twitter.com/MiltinhoTNT/status/1003038763843510273		
sudornelles	2018-06-02 19:20	1	1	liguem pro twitteruolnoticiasst atus1003038496209166336		@geraldoalckmin		1.00303871524409E+018	https://twitter.com/sudornelles/status/1003038715244089346		
ArthurKuhn7	2018-06-02 19:15	0	0	brasil s vai pra frente geraldo presidente				1.00303751367253E+018	https://twitter.com/ArthurKuhn7/status/1003037513672527872		
ArthurKuhn7	2018-06-02 19:15	0	0	participapopular chave				1.00303731532808E+018	https://twitter.com/ArthurKuhn7/status/1003037315328077824		
ArthurKuhn7	2018-06-02 19:14	0	0	obrigado ser democrtico justo geraldo				1.00303711711366E+018	https://twitter.com/ArthurKuhn7/status/1003037117113659392		
ArthurKuhn7	2018-06-02 19:13	0	0	nico candidato possvel presidncia forageraldo			#For	1.00303685668927E+018	https://twitter.com/ArthurKuhn7/status/1003036856689266689		
ArthurKuhn7	2018-06-02 19:12	0	0	geraldo sempre posicionamentos sensatos pensando melhor popula com certeza homem preparado governar brasil				1.00303658294384E+018	https://twitter.com/ArthurKuhn7/status/1003036582943838208		
ArthurKuhn7	2018-06-02 19:11	0	0	geraldo alckmin candidato 2018				1.00303632279208E+018	https://twitter.com/ArthurKuhn7/status/1003036322792079360		
Fer__Martin	2018-06-02 19:10	0	0	ignorante pobre direita burro seguidor globo mbl paneleiro quer vender empresa dessa abre olho tapado				1.00303623391069E+018	https://twitter.com/Fer__Martin/status/1003036233910685696		
Fer__Martin	2018-06-02 19:09	0	0	em 2005 5hmkiczl				1.00303595306011E+018	https://twitter.com/Fer__Martin/status/1003035953060106240		
Fer__Martin	2018-06-02 19:09	0	0	em 2004 1uyurau				1.00303581806216E+018	https://twitter.com/Fer__Martin/status/1003035818062163970		
ArthurKuhn7	2018-06-02 19:08	0	0	forgeraldo meu candidato				1.00303575948037E+018	https://twitter.com/ArthurKuhn7/status/1003035759480369152		
Fer__Martin	2018-06-02 19:08	0	0	em 2010 3lq9s5sxs				1.00303571550312E+018	https://twitter.com/Fer__Martin/status/1003035715503120384		
Fer__Martin	2018-06-02 19:08	0	0	em 2008 6fymb				1.00303560710546E+018	https://twitter.com/Fer__Martin/status/1003035607105458176		
ArthurKuhn7	2018-06-02 19:08	0	0	sempre justo				1.00303552961568E+018	https://twitter.com/ArthurKuhn7/status/1003035529615683585		
ArthurKuhn7	2018-06-02 19:06	0	0	sempre dentro lei geraldo presidente				1.00303509906203E+018	https://twitter.com/ArthurKuhn7/status/1003035099062030336		
ArthurKuhn7	2018-06-02 19:05	0	0	geraldo presidente				1.00303490826317E+018	https://twitter.com/ArthurKuhn7/status/1003034908263174144		
ArthurKuhn7	2018-06-02 19:04	0	0	atitude correta geraldopresidente			#GeraldoPresidente	1.00303468619991E+018	https://twitter.com/ArthurKuhn7/status/1003034686199910400		
ArthurKuhn7	2018-06-02 19:02	0	0	est correto geraldopresidente			#GeraldoPresidente	1.0030342464187E+018	https://twitter.com/ArthurKuhn7/status/1003034246418698241		
Eduskolll	2018-06-02 19:02	0	0	paga				1.00303422012467E+018	https://twitter.com/Eduskolll/status/1003034220124672000		
ArthurKuhn7	2018-06-02 19:01	0	0	cada dia passa geraldo mostra candidato preparado brasil voto				1.00303392622981E+018	https://twitter.com/ArthurKuhn7/status/1003033926229807104		
Ihamma_1	2018-06-02 19:00	0	0	para presidente vou votar mudar congressopodre votarei novatos preferencialmente candidatos sagentes		@geraldoalckmin @policiafederal	#CongressoPodre	1.00303361971839E+018	https://twitter.com/Ihamma_1/status/1003033619718385664		
ArthurKuhn7	2018-06-02 18:59	0	0	meu candidato geraldo2018			#Geraldo2018	1.00303344707252E+018	https://twitter.com/ArthurKuhn7/status/1003033447072522240		
fabriciollima	2018-06-02 18:58	0	2	doria j x chuchu		@geraldoalckmin		1.00303305793758E+018	https://twitter.com/fabriciollima/status/1003033057937575936		
ArthurKuhn7	2018-06-02 18:55	0	0	meu candidato				1.00303244723846E+018	https://twitter.com/ArthurKuhn7/status/1003032447238463488		
ArthurKuhn7	2018-06-02 18:54	0	0	geraldo presidente				1.00303223046008E+018	https://twitter.com/ArthurKuhn7/status/1003032230460084224		
ArthurKuhn7	2018-06-02 18:53	0	0	parabns geraldo voto				1.0030319551334E+018	https://twitter.com/ArthurKuhn7/status/1003031955133394945		
ArthurKuhn7	2018-06-02 18:52	0	0	cada dia passa geraldo mostra candidato preparado brasil voto				1.00303170836572E+018	https://twitter.com/ArthurKuhn7/status/1003031708365721601		
ArthurKuhn7	2018-06-02 18:52	0	0	geraldo sempre posicionamentos sensatos pensando melhor popula com certeza homem preparado governar brasil				1.00303153796375E+018	https://twitter.com/ArthurKuhn7/status/1003031537963753472		
ArthurKuhn7	2018-06-02 18:50	0	0	geraldopresidente			#GeraldoPresidente	1.00303115003251E+018	https://twitter.com/ArthurKuhn7/status/1003031150032506880		
Ike1968	2018-06-02 18:50	0	0	falou esquerdoso estatizante privatizatudo			#privatizatudo	1.00303107932919E+018	https://twitter.com/Ike1968/status/1003031079329189888		
Gilberto763012	2018-06-02 18:41	0	0	k		@geraldoackmin__		1.00302895989279E+018	https://twitter.com/Gilberto763012/status/1003028959892787200		
almeidajonass	2018-06-02 18:37	0	0	hoje aniversrio tio aqui casa at irm geraldo alckmin compareceu olha fiquei enojado				1.00302775556134E+018	https://twitter.com/almeidajonass/status/1003027755561340928		
arquiteturaoral	2018-06-02 18:31	0	0	esse candidato fala fala ndiz nada til todos ns sabemos partido quadrilha responsvel tambm pas corrupto catico vivemos hoje				1.00302634997454E+018	https://twitter.com/arquiteturaoral/status/1003026349974540288		
jonathas73	2018-06-02 18:31	0	0	sim porm fazer gerar emprego retomar obras comperj		@petrobras		1.00302627620507E+018	https://twitter.com/jonathas73/status/1003026276205068288		
fernandocluiz	2018-06-02 18:27	0	0	de novo vc vai estudar vc precisa estudar nao passar vergonha falando bobagem publico				1.00302524071958E+018	https://twitter.com/fernandocluiz/status/1003025240719577088		
cvrogerio	2018-06-02 18:24	0	1	vai aprender ler grfico interpretar nmeros nadianta entrar 1 bilhgasta 3 bilhes				1.00302450155319E+018	https://twitter.com/cvrogerio/status/1003024501553188864		
cvrogerio	2018-06-02 18:23	0	1	k				1.00302427804713E+018	https://twitter.com/cvrogerio/status/1003024278047133702		
fernandocluiz	2018-06-02 18:21	0	1	vai estudar vc precisa estudar nao passar vergonha falando bobagem publico				1.00302383689445E+018	https://twitter.com/fernandocluiz/status/1003023836894449665		
Fer__Martin	2018-06-02 18:17	0	0	a petrobras superavirataria 2002 2104 sendo estatal lucrou bilhes segurou valor combustvel deixem seguir mbl a petrobras servir brasileiro nagradar acionista americano				1.00302271959047E+018	https://twitter.com/Fer__Martin/status/1003022719590465536		
