username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink,,
luciane1502,2018-06-02 11:42,0,0,"Parabéns! O senhor conseguiu atualizar a expressão ""cara-de-pau"" versão master. Merece um prêmio por tamanho cinismo.",,,,1.00292336950174E+018,https://twitter.com/luciane1502/status/1002923369501741057,,
luizbeloto,2018-06-02 11:39,0,0,"Empresa pública, tem caráter social. Tem que ter como primeiro beneficiário o povo brasileiro; não o contrário.",,,,1.00292267935425E+018,https://twitter.com/luizbeloto/status/1002922679354249218,,
desvaodeaw,2018-06-02 11:38,0,0,Você diz ser a favor do povo brasileiro. É também favorável aos caminhoneiros. É um entusiasta da politica da Petrobras. É ainda a favor da classe política! Dá para ser menos em-cima-do-muro e mais pé-no-chão? Os brasileiros não são idiotas!,,,,1.00292231230226E+018,https://twitter.com/desvaodeaw/status/1002922312302256130,,
MauroMendes,2018-06-02 11:37,0,0,"Lembrando que tem muitos do seu partido, que ajudou a roubar, esse é cria do FHC, ninguém foi chamado né",,,,1.0029221379199E+018,https://twitter.com/MauroMendes/status/1002922137919901696,,
ivansdavid,2018-06-02 11:36,0,0,"Que bom, caminho certo! Só falta termos um bom candidato a presidente! Aí voto 45.",,,,1.0029219248451E+018,https://twitter.com/ivansdavid/status/1002921924845096960,,
Mirella27,2018-06-02 11:35,0,1,Vá a merda.,,,,1.002921688798E+018,https://twitter.com/Mirella27/status/1002921688797995008,,
RobsonRogerio75,2018-06-02 11:32,0,0,Tá dispensado,,,,1.00292081712096E+018,https://twitter.com/RobsonRogerio75/status/1002920817120960513,,
pcleandro,2018-06-02 11:32,0,0,"Kkkkkkkk PSDB é a favor de 13° para presidiário, é contra maioridade penal ,",,,,1.00292080065825E+018,https://twitter.com/pcleandro/status/1002920800658251777,,
ClecarCJSC,2018-06-02 11:27,0,0,Vai perder a eleição. Um PT com candidato fantasma. Este com candidato picolé- derretendo .,,,,1.00291965692199E+018,https://twitter.com/ClecarCJSC/status/1002919656921985024,,
PSDB_SP,2018-06-02 11:24,1,2,@geraldoalckmin já foi testado e aprovado e está #PreparadoParaOBrasil pic.twitter.com/zoajU6kIK8,,@geraldoalckmin,#PreparadoParaOBrasil,1.00291887986846E+018,https://twitter.com/PSDB_SP/status/1002918879868456960,,
RicardoDaffre,2018-06-02 11:22,0,0,"Ja fui roubado por vc qd em dificuldade não paguei o IPVA em Abril, já em Setembro o valor do IPVA dobrou e meu nome foi protestando. Ou seja, tive o nome sujo e tive que pagar o dobro do valor mais custas de cartório, após mais 5 meses negativado. Ladrão!",,,,1.00291832817063E+018,https://twitter.com/RicardoDaffre/status/1002918328170631168,,
LucasRedecker,2018-06-02 11:19,0,4,"Geraldo Alckmin , pré-candidato à presidência do Brasil nas eleições deste ano, esteve em Porto Alegre e apresentou os principais temas e desafios da saúde em reunião ocorrida na Federação dos Hospitais e... https://www. facebook.com/LucasRedecker/ posts/1662175537233101 …",,,,1.00291768763331E+018,https://twitter.com/LucasRedecker/status/1002917687633305600,,
bcgalvao,2018-06-02 11:19,0,0,"Candidato, 1 minuto e meio para explicar sua ideia. Valendo!",,,,1.00291756006359E+018,https://twitter.com/bcgalvao/status/1002917560063586304,,
UNBORNness,2018-06-02 11:18,2,3,"Boa Pergunta @geraldoalckmin * tlvz seja o mais próximo ??? que coisa... * http:// politica.estadao.com.br/noticias/geral ,alckmin-afirma-que-faltaria-guilhotina-para-punir-corruptos,1030155 … pic.twitter.com/Z3zPIgpavw",,@geraldoalckmin,,1.00291737190711E+018,https://twitter.com/UNBORNness/status/1002917371907108864,,
rik_cesar,2018-06-02 11:17,0,1,"Qdo Parente livrou a cara de FHC de1calapso de energia,vc aplaudiu.Agora fica batendo em morto? Bem típico de um político q tem como amigo Paulo Preto.Ou vc irá fazer=ao Lula q nao conhece?",,,,1.00291711803847E+018,https://twitter.com/rik_cesar/status/1002917118038470656,,
Rejane92232865,2018-06-02 11:17,0,1,Votar em @geraldoalckmin é manter a mesmice #PSDBdeAecioNuncaMais https:// twitter.com/SpitfireAN/sta tus/1002679119514161153 …,,@geraldoalckmin,#PSDBdeAecioNuncaMais,1.00291706666654E+018,https://twitter.com/Rejane92232865/status/1002917066666541056,,
biglitlesister,2018-06-02 11:11,0,0,E qual seria sua proposta? Porque o óbvio o senhor já falou. Agora conta como faria na longínqua possibilidade de vir a ser presidente.,,,,1.0029155305657E+018,https://twitter.com/biglitlesister/status/1002915530565701632,,
Duefe2,2018-06-02 11:08,0,0,Tu entrego as estações no final do mandato nao consegue cuidar de Sp Vai cuidar do Brasil kkkkk,,,,1.00291485668785E+018,https://twitter.com/Duefe2/status/1002914856687849472,,
jobarbosa9,2018-06-02 11:06,0,0,Nao. Não retomarão pq Geraldo é contrário à privatização. E avesso a qq possibilidade de confronto politico,,,,1.00291432507655E+018,https://twitter.com/jobarbosa9/status/1002914325076545536,,
Limarco,2018-06-02 11:05,0,0,o Sr irá contrariar os interesses do seu partido e dos golpistas? RT @geraldoalckmin : Com a saída (cont) http:// tl.gd/noel5f,,@geraldoalckmin,,1.00291408866456E+018,https://twitter.com/Limarco/status/1002914088664563712,,
Inconformante,2018-06-02 11:05,0,0,Platitudes.,,,,1.0029140483112E+018,https://twitter.com/Inconformante/status/1002914048311201793,,
juliopaeslim1,2018-06-02 10:59,0,0,@geraldoalckmin por isso que ele está tão quietinho http:// congressoemfoco.uol.com.br/noticias/pgr-p ede-que-inquerito-sobre-caixa-dois-para-jose-serra-seja-enviado-a-primeira-instancia/ …,,@geraldoalckmin,,1.00291266371273E+018,https://twitter.com/juliopaeslim1/status/1002912663712731138,,
BetoACCarmo,2018-06-02 10:55,0,0,"@Rede45 de @geraldoalckmin e Fernando H Cardoso q colocaram este no @STF_oficial !! Pensem bem povo brasileiro o tipo de gente q este partido escolheu p se fazer a lei! Ah, leis p pobres, por q para ricos HC instantâneos! Just in time!!",,@Rede45 @geraldoalckmin @STF_oficial,,1.00291162879344E+018,https://twitter.com/BetoACCarmo/status/1002911628793442304,,
BetoACCarmo,2018-06-02 10:52,0,0,"@Rede45 de @geraldoalckmin e Fernando H Cardoso q colocaram este no @STF_oficial !! Pensem bem povo brasileiro o tipo de gente q este partido escolheu p se fazer a lei! Ah, leis p pobres, por q para ricos HC instantâneos! Just in time!!",,@Rede45 @geraldoalckmin @STF_oficial,,1.00291083629224E+018,https://twitter.com/BetoACCarmo/status/1002910836292243456,,
BetoACCarmo,2018-06-02 10:52,0,0,"@Rede45 de @geraldoalckmin e Fernando H Cardoso q colocaram este no @STF_oficial !! Pensem bem povo brasileiro o tipo de gente q este partido escolheu p se fazer a lei! Ah, leis p pobres, por q para ricos HC instantâneos! Just in time!! https:// twitter.com/UOLNoticias/st atus/1002691612496007168 …",,@Rede45 @geraldoalckmin @STF_oficial,,1.0029108123889E+018,https://twitter.com/BetoACCarmo/status/1002910812388896773,,
sechovemolha,2018-06-02 10:49,0,0,"Isso mesmo Danilo, por isso vamos todos votar no @geraldoalckmin pois ele é de centro e não se envolve em brigas da esquerda e direita. E como já falou, não existe ninguém mais honesto que ele.",,@geraldoalckmin,,1.00291009566628E+018,https://twitter.com/sechovemolha/status/1002910095666278400,,
tuliomesmo,2018-06-02 10:44,95,185,Mais um desvio multimilionário agora na construção do Rodoanel Norte durante o governo de Geraldo Alckmin que está agora paralisada. O tucanalha está mais sujo que privada de rodoviária mas quer atacar Jair Bolsonaro. pic.twitter.com/ezEY1uRo0M,,,,1.00290891361077E+018,https://twitter.com/tuliomesmo/status/1002908913610772480,,
BRpresidente45,2018-06-02 10:43,0,0,@geraldoalckmin @jdoriajr seguindo,,@geraldoalckmin @jdoriajr,,1.00290844716635E+018,https://twitter.com/BRpresidente45/status/1002908447166353409,,
ebs_1982,2018-06-02 10:42,0,0,Cala boca Pilantra.,,,,1.00290830474044E+018,https://twitter.com/ebs_1982/status/1002908304740438016,,
manoelarruda1,2018-06-02 10:39,0,0,E o Paulo Preto ?,,,,1.00290743767288E+018,https://twitter.com/manoelarruda1/status/1002907437672882176,,
Marliblue1,2018-06-02 10:36,0,0,"Olha o lixo aí gente, todos não da um.",,,,1.00290680794008E+018,https://twitter.com/Marliblue1/status/1002906807940079616,,
gabrielmkoerich,2018-06-02 10:34,0,0,Lê o primeiro Tweet dele e seja menos burro por favor.,,,,1.00290632428233E+018,https://twitter.com/gabrielmkoerich/status/1002906324282331136,,
TeteSan83015040,2018-06-02 10:30,0,0,Verdade governador.,,,,1.00290526415519E+018,https://twitter.com/TeteSan83015040/status/1002905264155189248,,
gabifrancheck,2018-06-02 10:26,0,1,A petrobras perdeu 120 bilhões em11 dias. Parente fez um acordo q da 65% do lucro pro americanos... onde q recuperou migo?,,,,1.0029041868398E+018,https://twitter.com/gabifrancheck/status/1002904186839797760,,
lucas_rivas,2018-06-02 10:25,0,7,"Bastidores da passagem do pré-candidato ao Planalto, @geraldoalckmin , em Porto Alegre, na coluna de @TalineOppitz no @correio_dopovo pic.twitter.com/qMXLb4aruo",,@geraldoalckmin @TalineOppitz @correio_dopovo,,1.00290408277074E+018,https://twitter.com/lucas_rivas/status/1002904082770743296,,
desinfnao,2018-06-02 10:25,0,2,"Acho que está lhe faltando interpretar o que ele escreveu. Ele não disse o preço hoje. Ele disse nos ÚLTIMOS DOIS ANOS, e que mesmo assim, o preço da gasolina subiu sem parar.",,,,1.00290405878775E+018,https://twitter.com/desinfnao/status/1002904058787745792,,
Mariaga05428395,2018-06-02 10:17,0,0,Não é,,,,1.00290209716201E+018,https://twitter.com/Mariaga05428395/status/1002902097162010624,,
anderson_badia,2018-06-02 10:17,0,0,"Na minha opinião atualmente é muito poder na mão de muitos que não resolvem nada, morosidade pra qualquer avanço, e daí entram acordos, acertos pra votar qualquer peça. Reduzir seria bom, 250 ainda acho muito.",,,,1.00290209622261E+018,https://twitter.com/anderson_badia/status/1002902096222605312,,
eduds_santos,2018-06-02 10:12,0,0,"O PSDB, está ou é mto covarde, chega a cansar.",,,,1.0029006649667E+018,https://twitter.com/eduds_santos/status/1002900664966696961,,
AZpolitikon,2018-06-02 10:09,0,0,Vc que mandou o Gilmar soltar o parceiro Paulo Preto?,,,,1.00289995995453E+018,https://twitter.com/AZpolitikon/status/1002899959954530304,,
teresinhalopes,2018-06-02 10:06,0,2,Ofenda num tuite!,,,,1.00289932066288E+018,https://twitter.com/teresinhalopes/status/1002899320662880256,,
profeborto,2018-06-02 09:56,0,0,Meirelles e Alckmin disputam apoio do PTB e querem na chapa o gaúcho Ronaldo Nogueira Os candidatos Geraldo Alckmin e Henrique Meirelles estão numa queda de braço para atrair o PTB para suas coligações. pic.twitter.com/VyOV9iKIAC,,,,1.00289683347839E+018,https://twitter.com/profeborto/status/1002896833478385668,,
RawIzahias,2018-06-02 09:53,0,0,Esperamos que assim seja,,,,1.00289599233166E+018,https://twitter.com/RawIzahias/status/1002895992331661312,,
mitcha,2018-06-02 09:53,0,1,Recuperação vc diz vender pré-sal pra gringo com isenção fiscal de bilhões né ?? VAGABUNDO!!!!,,,,1.00289589331672E+018,https://twitter.com/mitcha/status/1002895893316718592,,
mrsepulcri,2018-06-02 09:51,0,1,#Lula2018,,,#Lula2018,1.00289542305974E+018,https://twitter.com/mrsepulcri/status/1002895423059742721,,
Pedace,2018-06-02 09:46,0,0,O Pedro Parente é indicação do PSDB seu estrume ...logo é seu parça.,,,,1.00289424507689E+018,https://twitter.com/Pedace/status/1002894245076889600,,
CarlosGalvao6,2018-06-02 09:45,0,0,Privatização da Petrobras já!!!!!,,,,1.00289409312141E+018,https://twitter.com/CarlosGalvao6/status/1002894093121409024,,
MaraAssaf,2018-06-02 09:44,0,0,"Alckmin, mude o discurso: NOMEIE ESTES POLÍTICOS PRESOS! L-U-L-A ! Pronto, nem doeu!",,,,1.00289369176007E+018,https://twitter.com/MaraAssaf/status/1002893691760070657,,
denislo_barbosa,2018-06-02 09:42,0,0,https://www. nexojornal.com.br/grafico/2016/0 1/18/Um-hist%C3%B3rico-visual-da-queda-do-pre%C3%A7o-do-petr%C3%B3leo …,,,,1.00289320066578E+018,https://twitter.com/denislo_barbosa/status/1002893200665784320,,
Ivan_Pedro,2018-06-02 09:40,0,0,"Vc fez isso durante todos os seus anos de governo! Ao mesmo tempo, és amigo do @MichelTemer",,@MichelTemer,,1.00289281786848E+018,https://twitter.com/Ivan_Pedro/status/1002892817868476421,,
Ivan_Pedro,2018-06-02 09:38,0,0,Poderíamos começar por não mais permitir que o @Rede45 não mais indicasse gestores para o órgão; coisa que o senhor ocultou agora! Nem para ser cínico você presta! Será bom vê-lo não chegar ao segundo turno!!!,,@Rede45,,1.00289229541342E+018,https://twitter.com/Ivan_Pedro/status/1002892295413420032,,
McoBrasil,2018-06-02 09:38,0,1,"Está fechando unidades, mandou mais de 100 mil terceirizados embora, essa é a recuperação da Petrobras?Vcs tem q dar graças a Deus q encontraram o Pré sal, se não a Petrobras já era seus entreguistas,e a culpa dos altos preços dos combustíveis É dos estados q cobram 30% de ICMS",,,,1.00289213326155E+018,https://twitter.com/McoBrasil/status/1002892133261553664,,
denislo_barbosa,2018-06-02 09:36,0,0,Naquela época o preço do barril era maior que 100 dólares... A análise não pode ser de forma genérica e pontual. De lá até 2014 sucatearam a empresa e sugaram bilhões em corrupção.,,,,1.00289172182136E+018,https://twitter.com/denislo_barbosa/status/1002891721821360130,,
McoBrasil,2018-06-02 09:34,0,1,"Recuperação da Petrobras?? Como assim?? A empresa parou de fazer investimentos, a ind. naval petroleira está arrasada, estão importando plataformas da China, as refinarias estão operando com 50% da capacidade, venderam Campos do Pré sal mais barato q um Coca Cola.....",,,,1.00289116384473E+018,https://twitter.com/McoBrasil/status/1002891163844726786,,
estivison_mc,2018-06-02 09:33,0,0,"Eu acho que não é do preço. O problema está no cabide de empregos e consequente aumento de custos! Mas como vc é gestor público, não sabe o que é reduzir despesas, só aumentar receitas!",,,,1.00289094273352E+018,https://twitter.com/estivison_mc/status/1002890942733520896,,
89nuncamais,2018-06-02 09:32,0,0,"Porta dos Fundos: PF repreende delegado que defendeu prisão de Michel Temer, Geraldo Alckmin e Aécio Neves e ignora o que ameaçou Lula, PF e Moro se recusam investigar os três e diz declarações de “cunho exclusivamente pessoal” https:// tmblr.co/Z4z5wx2Wvyie7",,,,1.00289063094163E+018,https://twitter.com/89nuncamais/status/1002890630941630465,,
Fer__Martin,2018-06-02 09:31,0,0,Se vc analisar o lucro q teve de 2002 até 2014 cobre esse prejuízo em milhões de vezes.,,,,1.00289045736027E+018,https://twitter.com/Fer__Martin/status/1002890457360273408,,
PSDB45PE,2018-06-02 09:24,1,0,@geraldoalckmin #PreparadoParaoBrasil #PSDB #Eleições2018 #AFavordoBrasil #AFavordoBrasil pic.twitter.com/SLry1EKYR2,,@geraldoalckmin,#PreparadoParaoBrasil #PSDB #Elei #AFavordoBrasil #AFavordoBrasil,1.0028887908207E+018,https://twitter.com/PSDB45PE/status/1002888790820696064,,
Michelli_R,2018-06-02 09:21,0,0,Descobriu a pólvora,,,,1.00288782779173E+018,https://twitter.com/Michelli_R/status/1002887827791728640,,
zeroig,2018-06-02 09:18,0,0,"e quais são as informações ""reais"," por favor...""",,,,1.0028872797053E+018,https://twitter.com/zeroig/status/1002887279705296896,
fernandocluiz,2018-06-02 09:15,0,0,Pegadinha isto né ... para ver se eu to acordado né. Não faça isto. Vc poderá ser humilhado publicamente.,,,,1.00288652407207E+018,https://twitter.com/fernandocluiz/status/1002886524072071175,,
cristianocesar,2018-06-02 09:14,0,0,"Sabem como a gente recupera essa bagaça toda? Não corrompendo e não sendo corrompido, merendão, mensalão e outras verbas como de saúde e educação, enquanto houver corrupção haverá crise, o Brasil tem dinheiro, é uma das maiores economias, o que fica caro é o preço da corrupção",,,,1.002886293335E+018,https://twitter.com/cristianocesar/status/1002886293335003137,,
denislo_barbosa,2018-06-02 09:14,0,1,"Agora depois do Pedro parente mudar suas políticas e criar independência do governo... Infelizmente não aguentou a pressão política. Note que em 2015 ela teve prejuízo de 34,8 bi!",,,,1.00288616160872E+018,https://twitter.com/denislo_barbosa/status/1002886161608724480,,
Fer__Martin,2018-06-02 09:12,0,0,Mas quem disse q a Petrobras da prejuízo sendo estatal?,,,,1.00288556324086E+018,https://twitter.com/Fer__Martin/status/1002885563240861698,,
Fer__Martin,2018-06-02 09:10,0,0,"Vcs tem dinheiro para comprá-la? Se não tem são burros, pq a privatização só é boa p quem compra.",,,,1.00288508110976E+018,https://twitter.com/Fer__Martin/status/1002885081109757952,,
Andre_jspereira,2018-06-02 09:09,0,0,"Precisamos e acabar com o monopólio de refino, Govenador. Satisfação do consumidor é simples consequência de livre concorrência e boa gestão",,,,1.0028849999333E+018,https://twitter.com/Andre_jspereira/status/1002884999933300736,,
Fer__Martin,2018-06-02 09:08,0,1,Vc tem dinheiro p comprar? Se não tem é um pobre e burro. Pq a privatização só é boa p quem compra.,,,,1.00288472488756E+018,https://twitter.com/Fer__Martin/status/1002884724887556096,,
Fer__Martin,2018-06-02 09:07,0,0,"Fernando vc é acionista da Petrobras? Se não é pq vc se preocupa c o lucro deles? A Petrobras tem q servir o brasileiro, não dar lucro para acionistas estrangeiros.",,,,1.00288440702228E+018,https://twitter.com/Fer__Martin/status/1002884407022276608,,
Fer__Martin,2018-06-02 09:05,0,2,Vcs querem a privatização. Por acaso vcs tem dinheiro para comprá-la? Privatização só é bom p quem compra. O povo só se terra.,,,,1.00288383704995E+018,https://twitter.com/Fer__Martin/status/1002883837049954305,,
denislo_barbosa,2018-06-02 09:04,0,0,"Da onde vem o dinheiro que paga a ineficiência do estado para administrar estas empresas? A grande maioria dos mais pobres! Se qualquer uma delas da prejuízo, o contribuinte que paga a conta.",,,,1.0028837197268E+018,https://twitter.com/denislo_barbosa/status/1002883719726796801,,
deooliveira,2018-06-02 09:03,0,0,Recuperação? Esse merda do seu partido destruiu a melhor empresa do país.,,,,1.00288348599498E+018,https://twitter.com/deooliveira/status/1002883485994975233,,
Fer__Martin,2018-06-02 09:02,0,0,"Pobres, o valor já está sendo definido pelo mercado e vcs estão felizes assim? Gasolina a 5 reais? Por acaso vcs são acionistas da shell ou da Petrobras? Burros, quem ganha c isso são os acionistas, o povo só se ferra. Parem de seguir o mbl.",,,,1.00288326632259E+018,https://twitter.com/Fer__Martin/status/1002883266322591744,,
Fer__Martin,2018-06-02 09:00,0,0,"Esses pobres q pedem privatizações são uma piada. Até parece q são eles que vão comprar a empresa. Deixem de ser burros. Privatização só é bom p quem compra, para o resto é só ferro.",,,,1.00288258130044E+018,https://twitter.com/Fer__Martin/status/1002882581300436993,,
CELLSO2013,2018-06-02 08:58,2,2,"Aqui tem uns 20 QUER ME VER PUTO ATAQUE O @jairbolsonaro E PASSE A MÃO NA CABEÇA CHIFRUDA DO PROPINEIRO/CORRUPTO @geraldoalckmin QUER AUMENTAR A PUTISSE? PASSE AS DUAS MÃOS NA CABEÇA DO CIRO FASCISTA GOMES, CORONÉZINHO DAS CAATINGAS. OU AINDA ELOGIE A MURISTA MARINA MELANCIA",,@jairbolsonaro @geraldoalckmin,,1.0028821606746E+018,https://twitter.com/CELLSO2013/status/1002882160674603008,,
Fer__Martin,2018-06-02 08:57,0,0,"A Petrobras é para servir os brasileiros com preço justo, não para dar lucro aos acionistas. Mudando de assunto, fale sobre a máfia do rodoanel, metrô, pedágios e merenda. Seu lugar é na cadeia!!!!",,,,1.0028820056784E+018,https://twitter.com/Fer__Martin/status/1002882005678395394,,
Nelifaria,2018-06-02 08:57,0,0,"E TIRAR A PETROBRAS dos malditos cancerosos do Erário: políticos. Vocês têm o DOM de acabarem com tudo. Como oportunistas, são gafanhotos do erário. Tem que acabar com essa história de dar empresa para PARTIDOS.LIXOS malditos.",,,,1.00288190760717E+018,https://twitter.com/Nelifaria/status/1002881907607171074,,
CELLSO2013,2018-06-02 08:57,0,5,"Eu sou um !!! QUER ME VER PUTO ATAQUE O @jairbolsonaro E PASSE A MÃO NA CABEÇA CHIFRUDA DO PROPINEIRO/CORRUPTO @geraldoalckmin QUER AUMENTAR A PUTISSE? PASSE AS DUAS MÃOS NA CABEÇA DO CIRO FASCISTA GOMES, CORONÉZINHO DAS CAATINGAS. OU AINDA ELOGIE A MURISTA MARINA MELANCIA",,@jairbolsonaro @geraldoalckmin,,1.00288189316617E+018,https://twitter.com/CELLSO2013/status/1002881893166174209,,
dnegretti,2018-06-02 08:52,0,0,"Cala a boca, golpista! Ladrao de merenda! Saqueador do dinheiro público! Vc é um dos mais cinicos e mentirosos dos tucanos! São Paulo precisa se libertar do seu governo usurpador #ForaPSDB",,,#ForaPSDB,1.00288055928944E+018,https://twitter.com/dnegretti/status/1002880559289438209,,
Brazuela_2018,2018-06-02 08:51,1,0,"Recuperar a Petrobras para quem? Lá só tem corrupção e um bando de interesseiros sugando do lucro da empresa, nenhum de vocês merecem confiança no que diz.",,,,1.00288042924079E+018,https://twitter.com/Brazuela_2018/status/1002880429240791046,,
jlm1995,2018-06-02 08:50,0,0,Haahahha competencia e pt na mesma frase? Pega leve nas drogas fera,,,,1.00288012448274E+018,https://twitter.com/jlm1995/status/1002880124482736128,,
delgrepe,2018-06-02 08:48,0,0,"Proteger, tbm, o consumidor; esse é o ponto!",,,,1.00287975011173E+018,https://twitter.com/delgrepe/status/1002879750111727617,,
ricardoh_sp,2018-06-02 08:48,0,1,"É incrível o jogo político dele em SP! Fez o que a população realmente necessitava. Pra governador, meu voto com ctz seria dele! Mas pra presidente, só caso concorra com um Ciro, Lula ou uma Marina da vida, no segundo turno. Por enquanto, eu vou de Amoedo ou de Flávio Rocha msm!",,,,1.00287950984102E+018,https://twitter.com/ricardoh_sp/status/1002879509841022978,,
ricardoh_sp,2018-06-02 08:44,0,1,"Tá na hora de acordar msm! Não vou votar em quem não fale a verdade pra população. O lugar que o país chegou, mostra a verdade sobre o populismo! Alckmin tá jogando novamente nessa campo e com ctz não perder só o meu voto, além dos que já migraram pro campo de apoio ao Doria!",,,,1.00287851639917E+018,https://twitter.com/ricardoh_sp/status/1002878516399165440,,
Reimathias1,2018-06-02 08:43,0,1,"Nomes senador! Em cima do muro já tem o ""SANTO"" @geraldoalckmin , o eleitor não quer mais saber de político que tem medo de falar.",,@geraldoalckmin,,1.00287825183078E+018,https://twitter.com/Reimathias1/status/1002878251830775808,,
cadore_marcelo,2018-06-02 08:39,0,0,Vai passar mais vergonha que em 2006 tucano golpista. pic.twitter.com/5m89AEpD4E,,,,1.00287737115273E+018,https://twitter.com/cadore_marcelo/status/1002877371152728065,,
ricardo_aifos,2018-06-02 08:37,0,0,"Fala em privatizar candidato, por isso que não terá chance !!! Quer manter esse elefante branco para os compadres roubarem !!!",,,,1.00287687187965E+018,https://twitter.com/ricardo_aifos/status/1002876871879651335,,
iamdavidmorais,2018-06-02 08:37,0,0,Não tinha alguma coisa mais óbvia pra dizer?,,,,1.00287684886965E+018,https://twitter.com/iamdavidmorais/status/1002876848869650432,,
claudineiInaci5,2018-06-02 08:36,0,0,"Se pudéssemos confiar nas urnas eletrônicas podiamos até acreditar em mudanças no brasil, porém, não é confiável e não nos dá a confiança de que o candidato que escolhemos é o mesmo em que a urna está computando para a apuração geral da escolha de nossos representantes.",,,,1.0028767032183E+018,https://twitter.com/claudineiInaci5/status/1002876703218298880,,
cidcleybuarque,2018-06-02 08:34,0,0,A proteção do consumidor é ter concorrência com a PETROBRAS.,,,,1.00287607953789E+018,https://twitter.com/cidcleybuarque/status/1002876079537885184,,
claudineiInaci5,2018-06-02 08:33,0,0,"Na verdade tem é que dissolver os três poderes, Intervenção da Forças Armadas é a solução para os problemas que atinge o brasil de norte a sul e de leste a oeste.",,,,1.00287575316644E+018,https://twitter.com/claudineiInaci5/status/1002875753166442496,,
PesVicente,2018-06-02 08:30,0,2,@geraldoalckmin O BRASIL NÃO TEM DINHEIRO NÉ SEU GERALDO!! Fundão é sacanagem com o povo!!,,@geraldoalckmin,,1.00287520776013E+018,https://twitter.com/PesVicente/status/1002875207760130048,,
claudineiInaci5,2018-06-02 08:30,0,0,"V.S.ª está acabado como político, afundou São Paulo e agora quer acabar de afundar o Brasil, como é que o Srº governou o estado mais rico da nação e deixou o funcionálismo público ter o pior salário.",,,,1.0028750564968E+018,https://twitter.com/claudineiInaci5/status/1002875056496799745,,
OCaioVenancio,2018-06-02 08:25,0,0,"Grosso modo, Álvaro Dias (Podemos) é farinha do mesmo saco que Henrique Meirelles (MDB), Rodrigo Maia (Dem), Geraldo Alckmin (PSDB). Fica chato assumir em campanha eleitoral, mas querem o aprofundamento do que o Temer vem fazendo com um verniz de ""somos contra a corrupção"".",,,,1.00287380695068E+018,https://twitter.com/OCaioVenancio/status/1002873806950682624,,
GusC7694,2018-06-02 08:21,0,0,"em cima do muro, como bom tucano. #PRIVATIZAJA #PRIVATIZATUDO",,,#PRIVATIZAJA #PRIVATIZATUDO,1.00287286301417E+018,https://twitter.com/GusC7694/status/1002872863014170624,,
jocaraposa,2018-06-02 08:21,0,1,temos 2 opções......1 é boa para Petrobrás.. ..a outra Boa para o povo...,,,,1.00287275389936E+018,https://twitter.com/jocaraposa/status/1002872753899364353,,
jocaraposa,2018-06-02 08:19,0,0,Vai fazer média em outro lugar..... uma coisa não é compatível com outra.,,,,1.00287235860306E+018,https://twitter.com/jocaraposa/status/1002872358603055104,,
DanCosNC,2018-06-02 08:13,0,0,"Tem que manter isso viu? Pelo menos até o próximo Presidente da República assumir, depois a Petrobras e o Brasil serão outros. @jairbolsonaro",,@jairbolsonaro,,1.00287090497889E+018,https://twitter.com/DanCosNC/status/1002870904978886656,,
fj_palacio,2018-06-02 08:08,0,0,"Mas veja só, quem fala! O cara avalisou e deu sustentáculo ao golpe; incitou pessoas a irem às ruas com camisas da CBF e bufando ódio, e agora vem com essa conversa furada? Alckmin/PSDB, com o caos brasileiro, tudo a ver!",,,,1.00286949386398E+018,https://twitter.com/fj_palacio/status/1002869493863976960,,
decio_gil,2018-06-02 08:05,0,0,Juntando toda essa cambada não dá meio Lula.,,,,1.00286890307957E+018,https://twitter.com/decio_gil/status/1002868903079567361,,
Almeida13B,2018-06-02 08:05,0,3,Não tentem desvincular de Pedro Parente agora covarde! Ele foi indicado pelo seu Partido e colocou o consumidor brasileiro tendo que pagar gasolina a preço de ouro!,,,,1.00286887847569E+018,https://twitter.com/Almeida13B/status/1002868878475694081,,
UMANTO,2018-06-02 08:04,0,1,"via @Helenasth : Raquel Dodge pede a Gilmar que envie inquérito de Serra à Justiça de SP... Eu explico porquê. O procurador-geral, Gianpaolo Smanio, que ""analisa"" esses casos, foi nomeado pelo tucano Geraldo Alckmin . Foi ele que engavetou o caso do Alckmin, inclusive.",,@Helenasth,,1.00286857006854E+018,https://twitter.com/UMANTO/status/1002868570068537344,,
professorgerman,2018-06-02 08:00,1,1,"Nem todos. O PDT de Vargas criou a Petrobras. Já o PSDB, PMDB que hoje se chama MDB, DEM, PP e OUTROS partidos de direita ou centro de direita sempre quis acabar com a petrobras e vender o nosso petróleo e a mesma como o @jairbolsonaro , @geraldoalckmin e outros entreguistas! https:// twitter.com/VEJA/status/10 02350055318310915 …",,@jairbolsonaro @geraldoalckmin,,1.00286765315173E+018,https://twitter.com/professorgerman/status/1002867653151731712,,
LogpSfc,2018-06-02 08:00,0,0,Alckmin também é ladrão,,,,1.00286762124152E+018,https://twitter.com/LogpSfc/status/1002867621241524224,,
SabeNDAInnocent,2018-06-02 07:58,0,1,"Não dá para ser independente com comunistas no governo. A maior sacanagem do comuna Geraldo Alckmin foi fazer essa escada para esse outro comuna, Márcio França. PSDB. Sempre abrindo caminho para o comunismo mais radical.",,,,1.00286695085332E+018,https://twitter.com/SabeNDAInnocent/status/1002866950853324801,,
